Suffix,index,kymin,omega(kHz),omega_plasma(kHz),gamma(cs/a),mode,Qem_e/Qes_e,D_e/chi_e,chi_i/chi_e,Q_i/Q_e,D_e/chi_tot,
1,0,0.05,-72.25295707,-63.7757,0.137455,MTM,1.5378,0.140095,0.239594,0.411971,0.092724,/global/cscratch1/sd/maxcurie/LL_EV_kx_scan/scanfiles0000
1,1,0.1,-122.4152647,,-0.014347793,MTM,2.10344101,0.009358464,0.004520921,0.007773522,0.009197896,/global/cscratch1/sd/maxcurie/LL_EV_kx_scan/scanfiles0018
